neighborhood, borough; a living person|حَيّ|noun||m|n
neighborhoods, boroughs; living people|أحْياء|noun||m|y
to do (Syrian colloquial)|سلوى (يساوي)|verb|||n
what (Syrian colloquial)|شو|particle|||n
journalism|صِحافة|noun|subjects|f|n
colloquial|عاميّة|adj|||n
lentils|عَدَس|noun|food|m|n
weekend|عُطْلَةُ نِهايَةِ اﻷُسْبوعِ|noun|times|f|n
mayor|عُمْدَة|noun|titles|m|n
mayors|عُمَد|noun|titles|m|y
celebration, festivity, feast day, holiday|عيد|noun|times|m|n
celebrations, festivities, feast days, holidays|أعْياد|noun|times|m|y
Classical Arabic (lit., "most eloquent")|فُصْحى|noun|languages||n
to prefer|فَضَّلَ (يُفَضِّل) تَفْضيل|verb|||n
train|قِطار|noun|transportation|m|n
trains|قِطارات|noun|transportation|m|y
arch|قَوْس|noun||m|n
arches|أقْواس|noun||m|y
lightly salted, partially dehydrated yogurt with olive oil|لَبَنة|noun|food|f|n
for this reason, therefore|لِذلِكَ|adv|||n
station|مَحَطّة|noun|locations|f|n
stations|مَحَطّات|noun|locations|f|y
crowded|مُزْدَحِم|adj|||n
famous, well-known|مَشْهور|adj|||n
famous, well-known (pl)|(ون), مَشاهير|adj|||y
pasta, macaroni|مَعْكَرونة|noun|food|f|n
place of entertainment|مَلْهىً|noun|entertainment|m|n
places of entertainment|مَلاهٍ|noun|entertainment|m|y
engineer|مُهَنْدِس|noun|occupations|m|n
engineers|مُهَندِسون|noun|occupations|m|y
clean|نَظيف|adj||m|n
end|نِهاية|noun|common|f|n
ends|نِهايات|noun|common|f|y
to celebrate|اِحْتَفَلَ (يَحْتَفِلُ) اِحْتِفال بِـ|verb|||n
independence|اِسْتِقلال|noun|abstract|m|n
Islam|إسلام|noun|Islam|m|n
country|بَلَد|noun|places|m|n
countries|بِلاد|noun|places|m|y
to graduate|تَخَرَّجَ (يتخرَّجُ) تَخَرُّج|verb|||n
education, upbringing|تَرْبِية|noun|education|f|n
instruction, education|تَعليم|noun|education|m|n
revolution|ثَوْرة|noun||f|n
revolutions|ثَورات|noun||f|y
pilgrimage|حَجّ|noun|Islam|m|n
dessert, sweets|حَلْوى|noun|food|f|n
desserts, sweets|حَلوَيات|noun|food|f|y
special, particular (to)|خاصّ|adj|||n
rooster|ديك|noun|animals|m|n
roosters|دِيَكة|noun|animals|m|y
turkey|ديك حَبَش|noun|food|m|n
with, of, owner of|ذو|noun||m|n
with, of, owner of (pl)|ذَوو|noun||m|y
head|رأس|noun|body|m|n
heads|رُؤوس|noun|body|m|y
to adorn, to decorate|زَيَّنَ (يُزَيِّنُ) تزيين|verb|||n
square, courtyard|ساحة|noun|locations|f|n
squares, courtyards|ساحات|noun|locations|f|y
to save, to protect|سَلَّمَ (يُسَلِّمُ) تَسْليم|verb|||n
age of a person|سِنّ|noun|common|m|n
to become|صارَ (يَصيرُ) صَيْر، صَيْرورة، مَصير|verb|||n
to fast|صامَ (يَصومُ) صوْم|verb|||n
to pray, to bless|صَلّى (يُصَلّي)|verb|||n
to manufacture, to make|صَنَعَ (يَصنَعُ) صِناعة|verb|||n
food|طَعلم|noun|food|m|n
foods|أطْعِمة|noun|food|m|y
phrase|عِبارة|noun|grammar|f|n
phrases|عِبارات|noun|grammar|f|y
to be off from work|عَطّّلَ (يِعِطِّلُ) تَعْطيل|verb|||n
Feast of Immolation/sacrifice|عيدُ اﻷضْحى|noun|holidays|m|n
Thanksgiving|عيدُ الشُكْرِ|noun|holidays|m|n
Easter|عيدُ الفِصْحِ|noun|holidays|m|n
feast of breaking the Ramadan fast|عيدُ الفِطْرِ|noun|holidays|m|n
Christmas|عيدُ الميلاد|noun|holidays|m|n
dawn, daybreak|فَجْر|noun|times|m|n
pie|فَطيرة|noun|food|f|n
pies|فَطائِر|noun|food|f|y
pumpkin|قَرْع|noun|food|m|n
blessed|مُبارَك|noun||m|n
intermediate|مُتَوَسِّط|adj|common|m|n
Muslim|مُسْلِم|noun|Islam|m|n
Muslims|مُسْلِمون|noun|Islam|m|y
Christ|المَسيح|noun|religious|m|n
teacher|مُعَلِّم|noun|occupations|m|n
teachers|مُعَلِّمون|noun|occupations|m|y
information|مَعلومة|noun||f|n
information (pl)|مَعلومات|noun||f|y
sunset|مَغْرِب|noun|times|m|n
occasion|مُناسَبة|noun||f|n
occasions|مُناسَبات|noun||f|y
region|مِنْطَقة|noun|places|f|n
regions|مَناطِق|noun|places|f|y
birthday, birthplace|مَوْلِد|noun||m|n
birth, birthday|ميلاد|noun||m|n
births, birthdays|مَواليد|noun||m|y
prophet|نَبيّ|noun|religious|m|n
prophets|أنْبياء|noun|religious|m|y
to congratulate, to felicitate|هَنَّأ (يُهَنِّئُ) تَهنئة|verb|||n
to be born (passive)|وُلِدَ (يولَدُ) وِﻻدة/مَوْلِد|verb|||n
social gathering|اِجْتِماع|noun||m|n
social gatherings|اِجْتِماعات|noun||m|y
to use, to utilize, to employ|اِستَخدَمَ (يَستَخدِمُ) اِستِخدام|verb|||n
to become a martyr|اُسْتُشْهِدَ (يُستَشْهَدُ) اِسْتِشهاد|verb|||n
to establish, to found|أسَّسَ (يُؤَسِّسُ) تأسيس|verb|||n
black|أسْوَد|noun|colors|m|n
black (pl)|سود|noun|colors|m|y
to be assassinated|اُغْتيلَ (يُغتالُ) اِغتِيال|verb|||n
prince|أمير|noun|titles|m|n
princes|أُمَراء|noun|titles|m|y
to elect|اِنْتَخَبَ (يَنتَخِبُ) اِنتِخاب|verb|||n
Andalusia, Muslim Spain|اﻷنْدَلُس|noun|places|f|n
history|تاريخ|noun|subjects|m|n
history (pl)|تَواريخ|noun|subjects|m|y
discrimination|تَمييز|noun||m|n
to pass away|تُوُفِيَ (يُتَوَفّى) وَفاة|verb|||n
mosque|جامِع|noun|Islam|m|n
mosques|جَوامِع|noun|Islam|m|y
prize, award|جائِزة|noun||m|n
prizes, awards|جَوائِز|noun||m|y
algebra|جَبْر|noun|subjects|m|n
to be wounded, to be hurt|جُرِحَ (يُجرَحُ) جَرح|verb|||n
republic|جُمهوريّة|noun||f|n
republics|جُمهوريّات|noun||f|y
army|جَيْش|noun||m|n
armies|جُيوش|noun||m|y
to fight|حارَبَ (يُحارِبُ) حَرْب/مُحارَبة|verb|||n
war|حَرْب|noun||f|n
wars|حُروب|noun||f|y
account|حِساب|noun||m|n
accounts|حِسابات|noun||m|y
to acquire, to obtain, to get|حَصَلَ (يَحصُلُ) حُصول|verb|||n
to tell a story; to talk|حَكَى (يَحْكي) حِكاية|verb|||n
to go out; to exit|خَرَجَ (يَخرُجُ) خُروج|verb|||n
orator, preacher, speaker|خَطيب|noun|occupations|m|n
orators, preachers, speakers|خُطَباء|noun|occupations|m|y
to enter|دَخَلَ (يَدخُلُ) دُخول|verb|||n
to pay|دَفَعَ (يَدْفَعُ) دَفْع|verb|||n
defense|دِفاع|noun||m|n
defenses|دِفاعات|noun||m|y
to reject|رَفَضَ (يَرفُضُ/يَرفِضُ) رَفْض|verb|||n
leader, president|رَئيس|noun|occupations|m|n
leaders, presidents|رُؤَساء|noun|occupations|m|y
leader (popular)|زَعيم|noun|occupations|m|n
leaders (popular)|زُعَماء|noun|occupations|m|y
young man|شابّ|noun|people|m|n
young men|شَباب|noun|people|m|y
poet|شاعِر|noun|occupations|m|n
poets|شُعَراء|noun|occupations|m|y
personality, character|شَخصِيّة|noun|abstract|f|n
personalities, characters|شَخصِيّات|noun|abstract|f|y
ranking officer|ضابِط|noun||m|n
ranking officers|ضُبّاط|noun||m|y
to request, to order (e.g. in a restaurant)|طَلَبَ (يَطْلُب) طَلَب|verb|||n
Toulon (a town in southern France)|طولون|noun|places|f|n
scholar, scientist|عالِم|noun|occupations|m|n
scholars, scientists|عُلَماء|noun|occupations|m|y
sociologist|عالِم اجْتِماع|noun|occupations|m|n
sociology|عِلْم اجْتِماع|noun|subjects|m|n
to introduce someone to someone else|عَرَّفَ (يُعَرِّف) تَعريف (على)|verb|||n
race, element|عُنصٌر|noun||m|n
races, elements|عَناصِر|noun||m|y
racial|عُنصُريّ|adj|||n
philosophy|فَلْسَفة|noun|subjects|f|n
philosophies|فَلسَفات|noun|subjects|f|y
philosopher|فَيْلَسوف|noun|occupations|m|n
philosophers|فَلاسِفة|noun|occupations|m|y
to do, to perform|قامَ (يَقومُ) قِيام|verb|||n
law|قانون|noun|subjects|m|n
laws|قَوانين|noun|subjects|m|y
leader (military)|قائد|noun|occupations|m|n
leaders (military)|قادة|noun|occupations|m|y
village|قَرية|noun|places|f|n
villages|قُرى|noun|places|f|y
priest|قِسّيس|noun|religious|m|n
priests|قِسّاوِسة|noun|religious|m|y
writer, scribe|كاتِب|noun|occupations|m|n
writers, scribes|كُتّاب/كَتَبة|noun|occupations|m|y
for the sake of (Syrian colloquial)|كرمال|phrase|||n
generous|كَريم|adj|||n
generous (pl)|كُرَماء|adj|||y
necessary|ﻻزِم|adj|common||n
lawyer, attorney, counsel|مُحامٍ|noun|occupations|m|n
lawyers, attorneys, counsels|مُحامون|noun|occupations|m|y
mixed|مُشَكَّل|adj|||n
introduction|مُقَدِّمة|noun||f|n
place, location|مَكان|noun||m|n
places, locations|أمْكِنة|noun||m|y
king|مَلِك|noun|occupations|m|n
kings|مُلوك|noun|occupations|m|y
good (Syrian colloquial)|مْنيح|adj|common||n
good (Syrian colloquial) (pl)|امْناح|adj|common||y
historian|مُؤَرِّخ|noun|occupations|m|n
historians|مُؤَرِّخون|noun|occupations|m|y
to be sent into exile, to be expelled|نُفِيَ (يُنْفى) نَفْيٌ|verb|||n
now (Syrian colloquial)|هَللأ/هَلَّق|adv|common||n
minister|وَزير|noun|occupations|m|n
ministers|وُزَراء|noun|occupations|m|y
foreigner|أَجْنَبيّ|noun||m|n
foreigners|أَجانِب|noun||m|y
foreign|أجْنَبيّ/أجْنَبيَّة|adj|||n
to take|أَخَذَ (يَأخُذُ) أخْذ|verb|||n
to send|أرْسَلَ (يُرسِلُ) إرْسال|verb|||n
to receive (someone)|اِسْتَقبَلَ (يَسْتَقبِلُ) اِستِقبال|verb|||n
to believe|اِعتَقَدَ (يَعتَقِدُ) اِعتِقاد|verb|||n
inflammation, infection|اِلْتِهاب|noun|medical|m|n
inflammations, infections|اِلتِهابات|noun|medical|m|y
pain|ألَم|noun||m|n
pains|آلآم|noun||m|y
to hurt|آلَمَ (يُؤلِمُ)|verb|||n
as for, but, yet, however|أمّا|particle|||n
to finish, to come to an end|اِنْتَهى (يَنْتَهي) اِنتِهاء|verb|||n
to begin|بَدَأَ (يَبدَأُ) بَدْء|verb|||n
beginning|بِداية|noun||f|n
beginnings|بِدايات|noun||f|y
only (Syrian colloquial)|بَسّ|adv|||n
gate|بَوّابة|noun||f|n
gates|بَوّابات|noun||f|y
sitting|جالِس|noun||m|n
sitting (pl)|جالِسون|noun||m|y
pill|حَبّة|noun|medical|m|n
pills|حَبّات|noun|medical|m|y
government|حُكومة|noun||f|n
governments|حُكومات|noun||f|y
to carry|حَمَلَ (يَحْمِلُ) حَمْل|verb|||n
to see|رَأى (يَرى) رُؤية|verb|||n
housewife|رَبّةُ بَيْت|noun|occupations|f|n
housewives|رِبّات بُيوت|noun|occupations|f|y
future marker (=will in Syrian colloquial)|رَح|particle|||n
colleague, coworker|زَميل|noun|people|m|n
colleagues, coworkers|زُمَلاء|noun|people|m|y
mail carrier|ساعٍ|noun|occupations|m|n
mail carriers|سُعاة (ساعي بَريد)|noun|occupations|m|y
to help, to assist|ساعَدَ (يُساعِدُ) مُساعَدة|verb|||n
safe, secure; healthy|سالِم|noun|descriptive|m|n
safe, secure; healthy (pl)|سالِمون|noun|descriptive|m|y
reason, cause|سَبَب|noun||m|n
reasons, causes|أسْباب|noun||m|y
Syria, Damascus, Greater Syria|الشام|noun|places|f|n
drink, beverage, sherbert|شَراب|noun|food|m|n
drinks, beverages, sherberts|أشْرِبة، شَرابات|noun|food|m|y
opposite, anti-, adversary, opponent|ضِدٌّ|noun||m|n
opposites, anti-, adversaries, opponents|أضْداد|noun||m|y
molar tooth|ضِرْس|noun|body|m|n
molar teeth|أضْراس، ضُروس|noun|body|m|y
physician, doctor|طَبيب|noun|occupations|m|n
physicians, doctors|أَطِبّاء|noun|occupations|m|y
good|طَيِّب|noun|descriptive|m|n
goods|طَيِّبون|noun|descriptive|m|y
year|عام|noun|times|m|n
years|أعْوام|noun|times|m|y
crowded (Syrian colloquial)|عَجْقة|noun||f|n
to know|عَلِمَ (يَعْلَمُ) عِلْم|verb|||n
sunset|غُروب|noun|times|m|n
rich, wealthy|غَنيّ|noun|descriptive|m|n
rich, wealthy (pl)|أغنِياء|noun|descriptive|m|y
and, then, so|فـ|particle|||n
benefit, use, advantage|فائِدة|noun||f|n
benefits, uses, advantages|فَوائِد|noun||f|y
poor|فَقير|noun|descriptive|m|n
poor (pl)|فُقَراء|noun|descriptive|m|y
to worry|قَلِقَ (يَقْلَق) قَلَق|verb|||n
as|كَمل|particle|||n
electricity|كَهْرَباء|noun||f|n
not (particle used to negate past-tense verbs)|لَمْ|particle|||n
(a) night|لَيْلة|noun|times|f|n
nights|لَيالٍ|noun|times|f|y
except|ما عَدا|particle|||n
previous, last, past|ماضٍ (الماضي)|adj|common||n
school|مَدْرَسة|noun|education|f|n
schools|مَدارِس|noun|education|f|y
greeting|مُعايَدة|noun||f|n
greetings|مُعايَدات|noun||f|y
written|مَكْتوب|noun||m|n
scholarship, grant, gift|مِنْحة|noun|education|f|n
scholarships, grants, gifts|مِنَح|noun|education|f|y
kind, sort|نَوْع|noun||m|n
kinds, sorts|أنْواع|noun||m|y
to find|وَجَدَ (يَجِدُ) وُجود|verb|||n
furniture|أثاث|noun|household|m|n
to meet; to gather|اِجْتَمَعَ (يَجْتَمِع) اِجْتِماع|verb|||n
to lease, to let|أجَّر (يؤجِّر) تأجير|verb|||n
rent, wage, fare|أُجْرة|noun||f|n
rents, wages, fares|أُجور|noun||f|y
other|آخَر|noun|common|m|n
other (pl)|آخَرون|noun|common|m|y
couch|أريكة|noun|household|f|n
couches|أرائِك|noun|household|f|y
to rent, to hire|استأجَرَ (يَستأجِرُ) استِئجار|verb|||n
to please|أَعْجَبَ (يُعْجِبُ) إعْجاب|verb|||n
advertisement|إعْلان|noun||m|n
advertisements|إعْلانات|noun||m|y
in front of|أمامَ|prep|common||n
to (infinitive)|أنْ|particle|||n
Europe|أوروبا|noun|places|f|n
rent|إيجار|noun||m|n
rent (pl)|إيجارات|noun||m|y
refrigerator (Syria)|بَرّاد|noun|household|m|n
refrigerators (Syria)|بَرّادات|noun|household|m|y
far|بَعيد|adv|||n
grocer|بَقّال|noun|occupations|m|n
grocers|بَقّالون|noun|occupations|m|y
local, popular|بَلَديّ|adj|||n
bank (colloquial)|بَنْك|noun|locations|m|n
banks (colloquial)|بُنوك|noun|locations|m|y
to be late|تَأخَّرَ (يَتَأخَّرُ) تَأخُّر|verb|||n
insurance|تأمين|noun||m|n
insurance (pl)|تأمينات|noun||m|y
telephone (colloquial)|تَليفون|noun|household|m|n
telephones (colloquial)|تَليفونات|noun|household|m|y
refrigerator (Egypt)|ثَلاّجة|noun|household|f|n
refrigerators (Egypt)|ثلاّجات|noun|household|f|y
part|جُزْء|noun||m|n
parts|أجْزاء|noun||m|y
dishwasher|جَلاّية|noun|household|f|n
dishwashers|جَلاّيات|noun|household|f|y
[Egyptian] pound|جُنَيه|noun||m|n
[Egyptian] pounds|جُنَيْهات|noun||m|y
park, garden|حَديقة|noun|locations|f|n
parks, gardens|حَدائِق|noun|locations|f|y
[bath] tub|حَوْض|noun|household|m|n
[bath] tubs|أحْواض|noun|household|m|y
servant|خادِم|noun|occupations|m|n
servants|خَدَم|noun|occupations|m|y
baker|خَبّاز|noun|occupations|m|n
bakers|خَبّازون|noun|occupations|m|y
wood, lumber, timber|خَشَب|noun||m|n
wood, lumber, timber (pl)|أخْشاب|noun||m|y
greengrocer|خُضَريّ|noun|occupations|m|n
greengrocers|خُضَريّون|noun|occupations|m|y
behind|خَلفَ|prep|common||n
shop, store|دُكّان|noun|locations|f|n
shops, stores|دَكاكين|noun|locations|f|y
dinar (Algeria, Bahrain, Iraq, Kuwait)|دينار|noun||m|n
dinars (Algeria, Bahrain, Iraq, Kuwait)|دَنانير|noun||m|y
water heater|سَخّان لِلماء|noun|||n
truck|شاحِنة|noun|transportation|f|n
trucks|شاحِنات|noun|transportation|f|y
company|شَرِكة|noun||f|n
companies|شَرِكات|noun||f|y
health|صِحّة|noun|||n
floor, story, flat|طابَق|noun||m|n
floors, stories, flats|طَوابِق|noun||m|y
in general, generally|على العُموم|adv|||n
to hang|عَلَّقَ (يُعَلِّقُ) تَعْليق|verb|||n
doctor's practice, clinic|عِيادة|noun|locations|f|n
doctors' practices, clinics|عِيادات|noun|locations|f|y
bread (Egypt)|عَيش|noun|food|m|n
[butane] gas|غاز|noun||m|n
[butane] gases|غازات|noun||m|y
washing machine|غَسّالة|noun|household|f|n
washing machines|غَسّالات|noun|household|f|y
deluxe, fancy, excellent, luxurious|فاخِر|adj|||n
[Syrian] pound; lira|لَيْرة|noun||f|n
[Syrian] pounds; liras|لَيْرات|noun||f|y
meter|م (مِتْر)|noun||m|n
meters|أمْتار|noun||m|y
kitchen sink|مَجْلى|noun|household|m|n
kitchen sinks|مَجالٍ|noun|household|m|y
bakery|مَخْبَز|noun|locations|m|n
bakeries|مَخابِز|noun|locations|m|y
[floor] plan, map|مُخَطَّط|noun||m|n
[floor] plans, maps|مُخَطّطات|noun||m|y
mirror|مِرْآة|noun|household|f|n
mirrors|مَرايا|noun|household|f|y
toilet|مِرْحاض|noun|household|m|n
toilets|مَراحيض|noun|household|m|y
elevated|مُرْتَفِع|adj|||n
comfortable|مُريح|adj|||n
lamp|مِصْباح|noun|household|m|n
lamps|مَصابيح|noun|household|m|y
bank|مَصْرِف|noun|locations|m|n
banks|مَصارِف|noun|locations|m|y
overlooking|مُطِلٌّ|noun|||n
washbasin, bathroom sink|مَغْسَلة|noun|household|f|n
washbasins, bathroom sinks|مَغاسِل|noun|household|f|y
opposite, across from|مُقابِل|adv|||n
clothes|مَلبَس|noun|clothing|m|n
clothes (pl)|مَلابِس|noun|clothing|m|y
[cooking] range|مَوْقِد|noun|household|m|n
[cooking] ranges|مَواقِد|noun|household|m|y
[bus] stop, parking lot|مَوْقِف|noun|transportation|m|n
[bus] stops, parking lots|مَواقِف|noun|transportation|m|y
spacious, large|واسِع|adj|||n
there is/are, to exist|وُجِدَ (يوجَدُ)|verb|||n
to put|وَضَعَ (يَضَعُ) وَضْع|verb|||n
to be located; fall down|وَقَعَ (يَقَعُ) وُقوع/وَقْع|verb|||n
left|يَسار|noun|directions|m|n
right|يَمين|noun|directions|m|n
to return|آبَ (يَؤوبُ) إياب|verb|||n
white|أبيَض|noun|colors|m|n
white (pl)|بيض|noun|colors|m|y
ruin, antiquity, artifact, relic|أثَر|noun||m|n
ruins, antiquities, artifacts, relics|آثار|noun||m|y
to respond, to answer|أجابَ (يُجيبُ) إجابة|verb|||n
then, therefore|إذاً|adv|||n
to enjoy|استَمتَعَ (يَستَمتِعُ) استِمتاع|verb|||n
until|إلى أنْ|conj|||n
apparatus, device, gadget, machine|آلة|noun||f|n
apparatuses, devices, gadgets, machines|آلات|noun||f|y
to meet, converge, encounter|التَقى (يَلتَقي) التِقاء|verb|||n
to take, make (a picture); to pick up|اِلْتَقَطَ (يَلْتَقِطُ) اِلْتِقاط|verb|||n
who, that|الّّتي|noun||f|n
who, that|الَّذي|noun||m|n
to examine, to test|امتَحَنَ (يَمتَحِنُ) امتِحان|verb|||n
early|باكِراً|adv|||n
mail, post|بَريد|noun||m|n
to remain, to stay|بَقِيَ (يَبْقى) بَقاء|verb|||n
to build, to construct|بَنى (يَبني) بِناء|verb|||n
to wander about, to tour|تَجَوَّلَ (يَتَجَوَّلُ) تَجَوُّل|verb|||n
ticket|تَذكِرة|noun||f|n
tickets|تَذاكِر|noun||f|y
statue|تِمثال|noun||m|n
statues|تَماثيل|noun||m|y
camel|جَمَل|noun|animals|m|n
camels|جِمال|noun|animals|m|y
liberty, freedom|حُرِّيّة|noun|abstract|f|n
liberties, freedoms|حُرِّيّات|noun|abstract|f|y
animal|حَيَوان|noun|animals|m|n
animals|حَيَوانات|noun|animals|m|y
always|دائماً|adv|||n
to smoke (e.g. a cigarette)|دَخَّنَ (يُدَخِّنُ) تَدْخين|verb|||n
to go (Syrian colloquial)|راح (يروح) على|verb|||n
to hope|رَجا (يَرجو)رَجاء|verb|||n
to ride, to mount|رَكِبَ (يَركَبُ) رُكوب|verb|||n
unsweetened coffee|سادة|noun|food||n
to move, to walk, to travel, to march, to follow|سارَ (يَسيرُ) سَيْر|verb|||n
happy, pleased, joyful|سَعيد|adj||m|n
happy, pleased, joyful (pl)|سُعَداء|adj||m|y
question, query|سُؤال|noun||m|n
questions, queries|أسئِلة|noun||m|y
waterfall|شَلاّل|noun||m|n
waterfalls|شَلاّلات|noun||m|y
north|شَمال|noun|directions|m|n
bon appétit (Syrian colloquial)|صَحّة و هَنا|phrase|||n
industry|صِناعة|noun||f|n
industries|صِناعات|noun||f|y
to make a picture, to portray, to illustrate|سَوَّرَ (يُصَوِّرُ) تَصوير|verb|||n
number (quantity)|عَدَد|noun||m|n
numbers (quantity)|أعْداد|noun||m|y
show, demonstration, performance|عَرْض|noun|entertainment|m|n
shows, demonstrations, performances|عُروض|noun|entertainment|m|y
dear, esteemed, beloved|عَزيز|noun|descriptive|m|n
dear, esteemed, beloved (pl)|أعِزّاء|noun|descriptive|m|y
great, important, imposing|عَظيم|noun|descriptive|m|n
great, important, imposing (pl)|عُظَماء|noun|descriptive|m|y
expensive, dear|غالٍ|noun|descriptive|m|n
often, mostly, generally|غالِباً|adv|||n
west|غَرْب|noun|directions|m|n
pharoah|فِرعَون|noun|titles|m|n
pharoahs|فَراعِنة|noun|titles|m|y
band, company, troupe|فِرقة|noun||f|n
bands, companies, troupes|فِرَق، أفْرِقة|noun||f|y
boat|قارِب|noun|transportation|m|n
boats|قَوارِب|noun|transportation|m|y
to gamble|قامَرَ (يُقامِرُ) مُقامَر، قِمار|verb|||n
to serve, to provide|قَدَّمَ (يُقَدِّمُ) تَقديم|verb|||n
also, as well|كَذلِكَ|adv|||n
kilometer|كيلومِتر|noun|measurements|m|n
kilometers|كيلومِترات|noun|measurements|m|y
at (expressing possession)|لَدى|prep|||n
game, play, ride|لُعبة|noun|entertainment|f|n
games, plays, rides|لُعبات، ألعاب|noun|entertainment|f|y
building, construction|مَبنى|noun||m|n
buildings, constructions|مَبانٍ|noun||m|y
museum|مُتحَف|noun|locations|m|n
museums|مَتاحِف|noun|locations|m|y
loving|مُحِبّ|noun|descriptive||n
loving (pl)|مُحِبّون|noun|descriptive||y
sincere, faithful, (sincerely yours)|مُخلِص|noun|descriptive|m|n
sincere, faithful, (sincerely yours) (pl)|مُخلِصون|noun|descriptive|m|y
period, duration|مُدّة|noun|times|f|n
periods, durations|مُدَد|noun|times|f|y
to pass, to go by|مَرَّ (يَمُرُّ) مُرور|verb|||n
mosque|مَسجِد|noun|Islam|m|n
mosques|مَساجِد|noun|Islam|m|y
theater, stage|مَسرَح|noun|entertainment|m|n
theaters, stages|مَسارِح|noun|entertainment|m|y
one who is longing, yearning|مُشْتاق|noun|||n
one who is longing, yearning (pl)|مُشْتاقون|noun|||y
elevator, lift|مِصعَد|noun||m|n
elevators, lifts|مَصاعِد|noun||m|y
though, although|مَعَ أنَّ|conj|||n
coming, next, following|مُقبِل|noun|common|m|n
coming, next, following (pl)|مُقبِلون|noun|common|m|y
million|مِليون|noun|numbers|m|n
since, for|مُنْدُ|prep|||n
square, field, arena|مَيدان|noun|locations|m|n
squares, fields, arenas|مَيادين|noun|locations|m|y
port|ميناء|noun|locations|m|n
ports|مَوانِئ|noun|locations|m|y
person (used in population counts)|نَسَمة|noun|people|f|n
people (used in population counts)|نَسَمات|noun|people|f|y
important, significant|هامٌّ|noun|descriptive||n
important, significant (pl)|هامّون|noun|descriptive||y
pyramid|هَرَم|noun||m|n
pyramids|أهرام/أهرامات|noun||m|y
father, parent|والِد|noun|family|m|n
fathers, parents|والِدون|noun|family|m|y
never, not at all|أبَداً|adv|||n
to hold, to contain|اتَّسَعَ (يَتَّسِعُ) اتِّساع|verb|||n
to contact|اِتَّصَلَ (يَتَّصِلُ) اِتِّصال (بـ)|verb|||n
to agree (with someone)|اِتَّفَقَ (يَتَّفِقُ) اِتِّفاق (مَعَ)|verb|||n
pear|إجّاص|noun|food|m|n
red|أحمَر|adj|colors||n
red (pl)|حُمْر|adj|colors||y
to notify, to inform|أخْبَرَ (يُخْبِرُ) إخْبار|verb|||n
blue|أزرَق|adj|colors||n
blue (pl)|زُرْق|adj|colors||y
yellow|أصْفَر|adj|colors||n
yellow (pl)|صُفْر|adj|colors||y
eggplant|باذِنجان|noun|food|m|n
green peas|بازِلاء|noun|food|f|n
ochra|بامْية|noun|food|f|n
slowly|بِبُطءٍ|adv|||n
seed, kernel|بِذرة|noun|plants|f|n
seeds, kernels|بُذور|noun|plants|f|y
watermelon|بِطّيخ|noun|food|m|n
cow, cattle|بَقَرة|noun|animals|f|n
cows, cattle|أبْقار/بَقَر|noun|animals|f|y
tomato|بَنَدورة (طَماطِم في مصر)|noun|food|f|n
white|بَيضاء|adj|colors|f|n
white (pl)|بيض|adj|colors|f|y
spice, condiment, seasoning|تابِل|noun|food|m|n
spices, condiments, seasonings|تَوابِل|noun|food|m|y
approximately, about, nearly, roughly|تَقريباً|adv|||n
berry|توت|noun|food|m|n
garlic|ثوم|noun|food|m|n
to run, to flow, to hurry, to rush, to happen, to occur|جَرى (يَجري) جَري|verb|||n
horse|حِصان|noun|animals|m|n
horses|أحْصِبة|noun|animals|m|y
lettuce|خَسّ|noun|food|m|n
especially, particularly|جُصوصاً|adv|||n
party|حَفْلة|noun|entertainment|f|n
parties|حَفَلات|noun|entertainment|f|y
corn|ذُرة|noun|food|f|n
perhaps, probably|رُبَّما|adv|||n
basket|سَلّة|noun||f|n
baskets|سِلال|noun||f|y
a kind of toasted thin bread|سَميط|noun|food|m|n
to explain, to explain, to illustrate|شَرَحَ (يَشرَحُ) شَرْح|verb|||n
sandwich|شَطيرة|noun|food|f|n
sandwiches|شَطائِر|noun|food|f|y
to grill, to boil|شَوى (يَشوي) شَي|verb|||n
to laugh|ضَحِكَ (يَضْحَكُ) ضِحْك|verb|||n
public|عامّ|adj|||n
stick, rod, cane|عَصا|noun||f|n
sticks, rods, canes|عُصِيّ|noun||f|y
it seems; it appears|على ما يَبْدو (أنّ)|phrase|||n
grape|عِنَب|noun|food|m|n
non-, un-, other than, different from|غَيْر|noun||m|n
to win|فازَ (يفوزُ) فَوز|verb|||n
green beans|فاصولية|noun|food|f|n
team, company, band, troupe|فَريق|noun||f|n
teams, companies, bands, troupes|فِرَق|noun||f|y
to think, to reflect, to ponder (not to believe)|فَكَّرَ (يُفَكِّرُ) تَفْكير|verb|||n
green (bell) pepper|فُلَيفُلة|noun|food|f|n
to understand, to comprehend, to realize|فَهِمَ (يَفْهَمُ) فَهْم|verb|||n
peanuts|فول (سوداني)|noun|food|m|n
rule, principle, basis, foundation, base|قاعِدة|noun||f|n
rules, principles, bases, foundations|قَواعِد|noun||f|y
cauliflower|قَرنَبيط|noun|food|m|n
like, as|كَـ|prep|||n
sufficient|كافٍ (الكافي)|adj|||n
ball, sphere|كُرة|noun|sports|f|n
balls, spheres|كُرات|noun|sports|f|y
basketball|كُرةُ السَلّة|noun|sports||n
table tennis|كُرةُ الطاولة|noun|sports||n
volleyball|الكُرةُ الطائرة|noun|sports||n
football/soccer|كُرةُ القَدَم|noun|sports||n
water polo|كُرةُ الماء|noun|sports||n
